sa_clli,clli,site_name,address,phone_line,emergency_line,latitude,longitude,contact_and_site_access,other_site_information,type,sub_type,manager,plant
PNCLPQ,SLRMPQBM,POP 100 Alexis Nihon,"100 boulevard Alexis Nihon, Montreal, QC H4M 2P2, Canada",,,45.497022,-73.677342,,,Building,POP,Alexandre Lamarre,9531
PNCLPQ,SLRMPQFH,MSO / Pitfield,"3555 boulevard Pitfield, Montreal, QC H4S 1N3, Canada",,,45.502091,-73.754225,"MSO Securité
514-977-1869 
dlSecuritePitfield@telus.com ",,Building,POP,Alexandre Lamarre,9531
PNCLPQ,SLRMPQUC,Accès Immo 8885 Transcanadienne,"8885 route Transcanadienne, Montreal, QC H4R 2P1, Canada",,,45.492769,-73.738428,,,Building,POP,Alexandre Lamarre,9531
STJNPQ,SLUCPQAV,Hutte Mobilité Saint-Luc,"265 rue Louis Martel, Saint-Luc, QC J2W 1C4, Canada",,,45.35498,-73.293293,Garage Municipal,,Building,Remote,Alexandre Lamarre,9531
SCONPQ,SMLPPQAC,Hutte Cable Axion St-Mathieu,"171 Rue Pierre Roy, Saint-Mathieu, QC J0L 2H0",,,45.321177,-73.526997,"SVP Aviser le CGR de Cogeco 24h à l'avance de votre visite par courriel:

cgrdery@cogeco.com

Pour accès immédiat, simplement les aviser avant d'arriver par téléphone:
 
1-877-693-3597 ou 819-693-3597
 
Ouverture de la porte par boite à clé code standard TELUS 425
 
Code d'alarme du bâtiment: 7297",,Building,Colocation,Alexandre Lamarre,9531
STESPQ,STESPQHT,POP Saint-Eustache,"394 route Arthur-Sauvé, St-Eustache, QC J7R 2J5, Canada",,,45.563703,-73.904107,,,Building,POP,Alexandre Lamarre,9531
STESPQ,STESPQKB,Hopital St-Eustache,"520 Boulevard Arthur-Sauvé, Saint-Eustache, QC J7R 5B1",,,45.571028,-73.91306,,,Building,Customer premise,Alexandre Lamarre,9531
STHYPQ,STHYPQ69,Colo Saint-Hyacinthe,"1775 rue Dessaulles, Saint-Hyacinthe, QC J2S 2T2, Canada",,,45.6253,-72.9489,,,Building,Colocation,Alexandre Lamarre,9531
STTRPQ,STTRPQCW,POP Sainte-Thérèse,"50 rue Sicard, Sainte-Therese, QC J7E 3X6, Canada",,,45.631731,-73.843317,,,Building,POP,Alexandre Lamarre,9531
TRRBPQ,TRRBPQES,POP Terrebonne,"2625 boulevard des Entreprises, Terrebonne, QC J6X 4J9, Canada",,,45.723993,-73.702233,,,Building,POP,Alexandre Lamarre,9531
TSRVPQ,TSRVPQ32,Colo Trois-Rivières,"925 rue Saint Prosper, Trois-Rivieres, QC G9A 1X8, Canada",,,46.34675,-72.544527,,,Building,Colocation,Alexandre Lamarre,9531
TSRVPQ,TSRVPQAL,POP Trois-Rivières,"565 Rue du Pere Daniel, Trois-Rivieres, QC G9A 5Z7, Canada",819-840-1100,,46.332336,-72.556479,​819-996-0284,,Building,POP,Alexandre Lamarre,9531
TSRVPQ,TSRVPQPR,Accès Immo 1350 Royale,"350 Rue Royale, Trois-Rivières, QC G9A 4J4",,,46.343408,-72.544111,​Seulement un panneau de fibre à cet endroit.,,Building,POP,Alexandre Lamarre,9531
VDRLPQ,VDRLPQAB,Hutte Mobilité Vaudreuil,"1000 avenue Saint-Charles, Vaudreuil-Dorion, QC J7V 8P5, Canada",,,45.416467,-74.043324,"​
·        Toutes les demandes d'accès planifiées ou urgentes (trouble seulement) doivent être acheminées à Alexandre Lamarre, Sylvie Michaud ou Jean-Francois Leboeuf.
·        Toute demande d'accès planifiée doit être envoyée par courriel au moins 24 heures d'avance. 
·        Toute demande d'accès urgente justifiée peut être fait par courriel ou téléphone, les personnes autorisées ci-haut contacteront les responsables du site par téléphone pour obtenir un accès rapide. Cette méthode doit rester occasionnelle pour des menaces aux réseaux ou clients seulement. Des frais de déplacements et de gardiennage de l'agent s'appliqueront à l'unité d'affaire requérante pour les accès en dehors des heures ouvrables.
 
·        Demandeurs TELUS autorisés
o   Alexandre Lamarre 
·        alexandre.lamarre@telus.com
·        514-816-7292
o   Sylvie Michaud
·        sylvie.michaud@telus.com
·        438-823-1944
o   Jean-François Leboeuf
·        Jean-francois.leboeuf@telus.com ",,Building,Remote,Alexandre Lamarre,9531
VLDRPQ,VLDRPQFK,POP Val-d'Or,"904 5ieme avenue, Val-d'Or, QC J9P 1B9, Canada",819-874-0729,,48.105368,-77.788718,,,Building,POP,Alexandre Lamarre,9531
VLDVPQ,VLDVPQAL,Hutte Mobilité Val-David,"2 rue du Matterhorne, Val-David, QC J0T 2N0, Canada",,,46.03506,-74.23819,"Mont-Alta ski centre - Ste-Agathe
15 Nord, sortie 83
Tourner a droite sur Montée Alouette
Tourner à droite sur Chemin de la Montagne
Tourner à gauche sur Neufchatel
Tourner à droite sur Diana
Tourner à gauche sur LAuzanne, qui deviendra Mattehorne. Continuer jusqu'en haut de la montagne. ",,Building,Remote,Alexandre Lamarre,9531
VLGDPQ,VLGDPQBN,POP Le Gardeur,"310 rue Saint-Paul, Le Gardeur, QC J5Z 4Z1, Canada",450-580-1201,,45.757344,-73.47991,,,Building,POP,Alexandre Lamarre,9531
SORLPQ,VLTRPQBC,Hutte Mobilité Sorel-Tracy,"2000 Papineau, Sorel-Tracy, QC J3R 1Z6, Canada",,,46.033858,-73.138463,,,Building,Remote,Alexandre Lamarre,9531
VYFDPQ,VYFDPQBH,Hutte Mobilité Salaberry-de-Valleyfield,"2025 boulevard Hebert, Salaberry-de-Valleyfield, QC J6S 4M8, Canada",,,45.268891,-74.097054,,,Building,Remote,Alexandre Lamarre,9531
NYCMNYZR,MLFRCT01,Milford,689 Naugatuck Ave,,,41.20812485,-73.10603213,Crown Castle lockboxes: 1357.  Cabinet Combo: 569,,Building,N/A,Fernand Rancourt,9536
NYCMNY83,NYCMNY83,,"111 8th Ave.
 Suite 804",,,40.740734,-74.001881,Suites 804 - Digital Realty colocation provider - Access granted via approved list or badge.,,Building,N/A,Fernand Rancourt,9536
NYCMNYZR,NYCMNYZR,"NYC, NY POP # 2 (Western Union Building)","60 Hudson St, Suite 901 & 50",,,40.717788,-74.008905,"Digital Realty colocation provider - Access granted via approved list or badge.
60 Hudson St Bathroom Code: 26050",,Building,N/A,Fernand Rancourt,9536
ALXNONAS,ALXNONAS,,"19 LINSLEY, Alexandria ON K0C1A0",,,45.3184825,-74.6384886,,,Building,N/A,Fernand Rancourt,9528
BKVLON45,BKVLON45,,"44 SAINT ANDREW STREET,  ON",,,44.588718,-75.6845363,,,Building,N/A,Fernand Rancourt,9528
BLMYONAA,BLMYONAA,,Belamy ON K0E1A0,,,44.70361,-75.79222,,,Building,N/A,Fernand Rancourt,9528
CRNWON24,CRNWON24,,"434 PITT ,CORNWALL ON K6J3R2",,,45.0220181,-74.7308502,,,Building,N/A,Fernand Rancourt,9528
KGTNON08,KGTNON08,,"450 PRINCESS ,KINGSTON CITY ON K7L1C2",,,44.2338406,-76.493944,,,Building,N/A,Fernand Rancourt,9528
KGTNONAI,KGTNONAI,,"49 PLACE D'ARMES ,Kingston ON K7K1E7",,,44.2339536,-76.4806981,,,Building,N/A,Fernand Rancourt,9528
KGTNONFB,KGTNONFB,,"1211 JOHN COUNTER ,Kingston ON K7K6C7",,,44.25991,-76.5086,,,Building,N/A,Fernand Rancourt,9528
KGTNONGW,KGTNONGW,,"546 GARDINERS ,Kingston ON K7M3X9",,,44.2399614,-76.5650545,,,Building,N/A,Fernand Rancourt,9528
KNTAON16,KNTAON16,,"1 PENFIELD ,Kanata ON K2K1L9",,,45.3256576,-75.893314,,,Building,N/A,Fernand Rancourt,9528
KNTAON16,KNTAONAS,,"600 MARCH ROAD, Kanata, ON",,,45.3478899,-75.9231641,,,Building,N/A,Fernand Rancourt,9528
KNTAONEP,KNTAONEP,,"232 HERZBERG ,Kanata ON K2K2A3",,,45.3407112,-75.8982995,,,Building,N/A,Fernand Rancourt,9528
KNTAON16,KNTAONHI,,"525 LEGGETT DRIVE  ,KANATA ON",,,45.34904,-75.91704,,,Building,N/A,Fernand Rancourt,9528
OTWAON11,NEPNONBQ,,,,,45.33913,-75.72329,,,Building,N/A,Fernand Rancourt,9528
NEPNONFL,NEPNONFL,,,,,45.364409,-75.735085,,,Building,N/A,Fernand Rancourt,9528
NEPNONHI,NEPNONHI,,,,,45.34135,-75.7131,,,Building,N/A,Fernand Rancourt,9528
OTWAON09,OTWAON09,,,,,45.43617,-75.6626,,,Building,N/A,Fernand Rancourt,9528
OTWAON10,OTWAON10,,,,,45.382,-75.66856,,,Building,N/A,Fernand Rancourt,9528
OTWAON11,OTWAON11,,,,,45.34888,-75.73142,,,Building,N/A,Fernand Rancourt,9528
OTWAON12,OTWAON12,,,,,45.43076,-75.682,,,Building,N/A,Fernand Rancourt,9528
OTWAON23,OTWAON23,,,,,45.42031,-75.69884,,,Building,N/A,Fernand Rancourt,9528
OTWAON01,OTWAONAT,,,,,45.403543,-75.738318,,,Building,N/A,Fernand Rancourt,9528
OTWAONBS,OTWAONBS,,,,,45.36539,-75.731033,,,Building,N/A,Fernand Rancourt,9528
OTWAON23,OTWAONCD,,,,,45.42825,-75.68807,,,Building,N/A,Fernand Rancourt,9528
OTWAONPL,OTWAONEK,,,,,45.345212,-75.880417,,,Building,N/A,Fernand Rancourt,9528
OTWAON12,OTWAONEM,,,,,45.428938,-75.685741,,,Building,N/A,Fernand Rancourt,9528
OTWAON10,OTWAONGV,,,,,45.34191,-75.58837,,,Building,N/A,Fernand Rancourt,9528
OTWAON23,OTWAONKH,TD PLACE NORTH STADIUM,"1015 Bank Street, Ottawa, ON",,,45.39784,-75.68524,,,Building,N/A,Fernand Rancourt,9528
OTWAONPL,OTWAONPL,,,,,45.41862,-75.70031,,,Building,N/A,Fernand Rancourt,9528
OTWAON23,OTWAONRD,,,,,45.4235,-75.68924,,,Building,N/A,Fernand Rancourt,9528
OTWAONXH,OTWAONXH,,,,,45.41957,-75.70051,,,Building,N/A,Fernand Rancourt,9528
OTWAONXP,OTWAONXP,,,,,45.41523,-75.64887,,,Building,N/A,Fernand Rancourt,9528
OTWAON09,OTWBONVC,,,,,45.413804,-75.614908,,,Building,N/A,Fernand Rancourt,9528
OTWAON23,OTWCONAL,,,,,45.41997,-75.69894,,,Building,N/A,Fernand Rancourt,9528
OTWAON23,OTWEONCK,,,,,45.397829,-75.685226,,,Building,N/A,Fernand Rancourt,9528
OTWAON23,OTWEONRO,,,,,45.24546,-75.800296,,,Building,N/A,Fernand Rancourt,9528
PRTHON16,PRTHONBC,,,,,44.902644,-76.276256,,,Building,N/A,Fernand Rancourt,9528
TWEDON40,TWEDONAG,,,,,44.474074,-77.312063,,,Building,N/A,Fernand Rancourt,9528
ALMAPQ,ALMAPQGT,POP Alma,"772 Avenue Du Pont Nord, Alma, QC G8B 5E9, Canada",,,48.564159,-71.642144,"**EN ATTENDANT QUE LA SERRURE EXTÉRIEURE SOIT PROGRAMÉE, LE CODE EST 2&4 SIMULTANÉMENT - 3 +ENTER****, porte de la bâtisse avec code 4-2-5 + ENTER une fois à l'intérieur la clée abloy QCA4 est nécéssaire ; 
Prise génératrice sur le coté gauche de la batisse; 
120/240V.  AR1048 S22 - M72
",,Building,POP,Alexandre Lamarre,9532
QUBCPQ,ANCLPQ01,Colo L'Ancienne-Lorette,"1401 rue du Moulin, L'Ancienne-Lorette, QC G2E 5N5, Canada",418-780-0905,,46.799059,-71.350923,"Carte d'accès Colo requise, porte à l'arrière du bâtiment, suivre indication pour colocation à l'intérieur.",,Building,Colocation,Alexandre Lamarre,9532
ASTJPQ,ASTJPQAN,Hutte Dery Anse-St-Jean,"225 Route 170, L'Anse-Saint-Jean, QC G0V 1J0, Canada",,,48.197953,-70.231478,Envoyer un courriel à l'adresse cgrdery@cogeco.com avec la date et l'heure estimé ainsi que la durée du travail.,,Building,Colocation,Alexandre Lamarre,9532
QUBCPQ,BPRTPQDU,Hutte Mobilité Beauport,"465 rue des Alleghanys, Québec, QC G1C 5C4, Canada",418-780-1110,,46.880681,-71.196285,"Site mobilité dans le fond de la cours, clé Gard et Medeco requise.  De nuit la barrière est fermé, le code est 09999",,Building,Remote,Alexandre Lamarre,9532
QUBCPQ,BPRTPQEI,Carrefour Beauport,"3333 rue du Carrefour, Quebec, QC G1C 5R9, Canada",418-780-1736,,46.86036,-71.215959,Directrice : Julie Coulombe : 418-667-7311,,Building,POP,Alexandre Lamarre,9532
BSTPPQ,BSTPPQBP,Hutte Mobilité Baie-Saint-Paul,"5 rang Saint-Antoine Sud, Baie-Saint-Paul, QC G0A 1B0, Canada",,,47.3937889,-70.5348,Code d'alarme 0867,F-150 ou véhicule à traction intégrale requis pour aller au site vue l'état du chemin d'accès.  La route est présentement limite pour un Escape.  Accès hivernale par motoneige ou raquette.,Building,Remote,Alexandre Lamarre,9532
CCTMPQ,CCTMPQ03,Colo Chicoutimi,"483 rue Begin, Chicoutimi, QC G7H 4N3, Canada",,,48.422754,-71.057261,"Carte d'accès Colo requise, porte à l'arrière du bâtiment, suivre indication pour colocation à l'intérieur.",,Building,Colocation,Alexandre Lamarre,9532
CCTMPQ,CCTMPQBM,POP Chicoutimi,"255 rue Racine Est, Chicoutimi, QC G7H 1S6, Canada",418-615-1102,,48.428344,-71.060053,"Clé Best SS requise

Concierge : 418-690-6659

Prise génératrice dans descente stationnement sous-terrain;
Carte d'acces de nuit dans boite à carte près des portes de garage à gauche via l'entrée sur rue lafontaine.
POP au troisième étage.",,Building,POP,Alexandre Lamarre,9532
QUBCPQ,CRBGPQBU,Carrefour Charlesbourg,"8500 boulevard Henri-Bourassa, Charlesbourg, QC G1G 5X1, Canada",,,46.865953,-71.270891,Anick Paquet : 418-626-1547 ou Cominar : 418-681-8151,,Building,POP,Alexandre Lamarre,9532
DLBUPQ,DLBUPQDK,POP Dolbeau,"167 8e Av, Dolbeau-Mistassini, QC G8L, Canada",,,48.88243,-72.23138,"Porte derrière le Chevrolet; 
Prise gen sur le coté droit.  600v.
Appleton ADR6034RS",,Building,POP,Alexandre Lamarre,9532
JNQRPQ,JNQRPQHT,POP Jonquière,"3219 boulevard Saint-Francois, Jonquiere, QC G7T 1A1, Canada",418-771-2009,,48.410056,-71.208358,"Site Poste Canada.  
Entrer par la porte avant.
Boite à clé Telus à l'exterieur, derrière la colonne de gauche.  
À droite à l'intérieur, porte avec code 4-2-5 pour acces au sous sol.  POP à gauche en bas de l'escalier.  La porte de la salle d'équipement est une Abloy

Prise génératrice du coté gauche de la batisse;
600V. AR642S22
 
Contact au siteMr. André Tremblaygescomat@videotron.ca
De la compagnie SaGa Realties​
 cell : +1 (418) 690-9881
bur : +1 (418) 512-3417",,Building,POP,Alexandre Lamarre,9532
LABCPQ,LABCPQBA,Hutte Mobilité La Baie,"3681 Route du Petit Parc, La Baie, QC G7B 3P6 , Canada",,,48.31472,-70.90764,"En été: Notre cadenas Gard est en série avec celui de la ville. Il ne faut pas passer par l’entrée de la pesée (cabane) mais plutôt l’entrée suivante.
En hiver: l'accès avec le cadenas n’est pas déneigé, il faut donc passer par l’entrée des camions avec la barrière. Si personne n’est sur place et que la barrière est baissée, on peut passer par la sortie, soit en appuyant assez fort sur la barrière (pour enclencher le mécanisme de protection) et celle-ci ouvrira pour 30 sec. Si ça ne fonctionne pas, si vous avez un objet en métal assez gros (comme une pelle), traversez la barrière et a environ 20’ au centre il y a un capteur, passez au dessus et ça fera ouvrir la barrière aussi.
Autre solution est d’aller au bureau des travaux public et demander une vignette magnétique (durant les heures normales) La Baie Travaux Publics, 223 Rue Joseph-Gagné S, La Baie, Quebec G7B 3P6",Aucune prise de génératrice fonctionnelle,Building,Remote,Alexandre Lamarre,9532
LEVSPQ,LEVSPQ08,Colo Lévis,"15 rue Wolfe, Levis, QC G6V 5S6, Canada",418-830-0053,,46.807517,-71.184387,"Carte d'accès Colo requise, porte à l'arrière du bâtiment, suivre indication pour colocation à l'intérieur.",,Building,Colocation,Alexandre Lamarre,9532
LEVSPQ,LEVSPQAU,QScale DC,2280 Rue Albert-Dion,,,46.67573106,-71.32696842,,,Building,Customer premise,Alexandre Lamarre,9532
LEVSPQ,LEVSPQMX,POP St-Romuald,"1114 Boulevard Guillaume-Couture, Lévis, QC G6W 1G9, Canada",,,46.732291,-71.266588,,,Building,CO,Alexandre Lamarre,9532
LMLBPQ,LMLBPQAP,POP La Malbaie,"322 Rue Saint Étienne, La Malbaie, QC G5A 1M2, Canada",,,47.655141,-70.151339,,,Building,POP,Alexandre Lamarre,9532
LMLBPQ,LMLBPQCV,CSSS LaMalbaie,303 RUE ST-ÉTIENNE,,,47.656146,-70.151942,"Pour accès Sylvain Villeneuve:
418-665-1700-1639 
cell:418-617-4296
Luc Imbeault:
Cell:418-617-1707
",,Building,Customer premise,Alexandre Lamarre,9532
PCLRPQ,PCLRPQAV,Hutte Vidéotron PDLS,"Rte 175, km 108",,,47.349706,-71.17497,"Pour accès au site
Pour un accès planifié , un 10 jours de préavis , contactez Sylvie Houle  ou Dora Jaramillo carrier@fibrenoire.com
Pour un accès en urgence contactez directement Stéphane Ouellet au 418-454-4001 Stephane.Ouellet@videotron.com ou le CGR de Videotron1-800-361-2727
 
jprouss information désuette 2017-06-16 (Virginie Simoneau au 514-380-4260Virginie.Simoneau@videotron.com ouMarie-Christine Boutin 514-380-6710Marie-Christine.Boutin@videotron.com)",,Building,Remote,Alexandre Lamarre,9532
PCLRPQ,PCLRPQAW,Hutte Vidéotron PDLN,"km 187 rte 175, QC, Canada",,,48.000723,-71.237795,"​Pour accès au site
Pour un accès planifié , un 10 jours de préavis  contactez Sylvie Houle  ou Dora Jaramillo carrier@fibrenoire.com<br>Pour un accès en urgence contactez directement Stéphane Ouellet au 418-454-4001 Stephane.Ouellet@videotron.com ou le CGR de Videotron1-800-361-2727
jprouss information désuette 2017-06-16 (Virginie Simoneau au 514-380-4260 Virginie.Simoneau@videotron.com ou Marie-Christine Boutin 514-380-6710 Marie-Christine.Boutin@videotron.com)",,Building,Remote,Alexandre Lamarre,9532
QUBCPQ,QUBCPQ03,Colo Charlesbourg,"7045 1re Avenue, Quebec, QC G1H 2X2, Canada",,,46.856479,-71.263807,,418-780-1014  418-780-1015,Building,Colocation,Alexandre Lamarre,9532
QUBCPQ,QUBCPQ06,Colo St-Cyrilles,"1290 boulevard Rene-Levesque Ouest, Quebec, QC G1S 1W2, Canada",418-780-1009,,46.792305,-71.24905,"Carte d'accès Colo requise, accès par la rue de Repentigny, porte en haut de l'escalier, suivre indication pour colocation à l'intérieur.",,Building,Colocation,Alexandre Lamarre,9532
QUBCPQ,QUBCPQ09,Colo Sainte-Foy,"974 route de l'eglise, Quebec, QC G1V 3V3, Canada",,,46.77285,-71.298217,"Carte d'accès Colo requise, porte à l'arrière du bâtiment, descendre l'escalier à l'intérieur, suivre indication pour colocation à l'intérieur.",,Building,Colocation,Alexandre Lamarre,9532
QUBCPQ,QUBCPQ14,Colo d'Aiguillon,"930 rue D'Aiguillon, Quebec, QC G1R 5M2, Canada",418-780-2114,,46.813221,-71.21649,"Carte d'accès Colo requise, suivre indication pour colocation.  Porte sur la rue Richelieu, Si accès non fonctionnel appeler la réception de la bâtisse au 930 d'aiguillon 418-691-4125",,Building,Colocation,Alexandre Lamarre,9532
QUBCPQ,QUBCPQ15,Colo St-Réal,"504 rue Lavigueur, Quebec, QC G1R 3G6, Canada",,,46.811906,-71.222042,"​Pour entrer à St-Real il faut  :
-         Le code de la barrière : 2145
-         Le code de la porte extérieur : 5243
-         Carte d’accès COLO
-         Le code de la porte Telus régulier : 4251
 Porte du côté est, haut escalier par le stationnement.",418-780-1013  418-780-1012,Building,Colocation,Alexandre Lamarre,9532
QUBCPQ,QUBCPQAI,Site Client Tele Mag,"2700 rue Jean-Perrin, Quebec, QC, G2C 1S9",,,46.822318,-71.312505,,,Building,Customer premise,Alexandre Lamarre,9532
QUBCPQ,QUBCPQAJ,POP d'Youville,"800 rue d'Youville, Quebec, QC G1R 1R4, Canada",,,46.812257,-71.214554,Sonner a la porte a cote du Subway de nuit,418-780-1096 - 418-780-1097 - 418-780-2318 - 418-780-1095,Building,CO,Alexandre Lamarre,9532
QUBCPQ,QUBCPQBA,CSPQ,"1500 Rue Cyrille-Duquet, Québec, QC G1N 2E5",,,46.797623,-71.263986,"Jour                  : Gardien 24/7 
                               Nuit                : Gardien 24/7
                               Local des cabinet        RC-527
                               Numéro du cabinet:        V-84 et W-89
",,Building,Customer premise,Alexandre Lamarre,9532
QUBCPQ,QUBCPQBC,Accès Immo Marly,"3800 rue de Marly, Québec, QC G1X 4A5, Canada",,,46.75227,-71.330973,"Denis Lalancette  : +1 (418) 652-5658 #6526388 (Coordonnateur des Centres de traitement informatique | DGTT | Service de l'infrastructure technologique aKa Le gars qui enclanche les demandes d'accès)
Suzie McLaughlin : +1 (418) 652-5658 #6529868 (s'occupe des demandes d'accès, bonne personne pour se faire orienter) *
Poste de garde à l'arrière: 418-652-6501
# du local 1SS.2-71.  Local au premier SS à côté du local téléphonique.
* : Demande d'accès SVEILL et PLAMAR jusqu'au 30 janvier 2020.  RQ nous rejoint 30 jours avant la fin de l'échéance pour confirmer le renouvellement.",,Building,POP,Alexandre Lamarre,9532
QUBCPQ,QUBCPQBD,POP 1265 Charest,"1265 boulevard Charest Ouest, Quebec, QC G1N 4K7, Canada",418-780-8088,,46.799152,-71.255755,"Pop au rez-de-chaussée à droite, Clé Best SS requise

Carte d'accès au 319 Franquet pour accès de nuit

",,Building,POP,Alexandre Lamarre,9532
QUBCPQ,QUBCPQBG,POP 1126 Grande Allée,"1126 boulevard Grande-Allée Ouest, Québec, QC G1S 1G2, Canada",,,46.790724,-71.243951,"Complexe Standard Life 

Clé Best SS requise

Carte d'accès nécessaire en tout temps (jours et nuit) disponible au 319 Franquet

Nuit: Gardien : 418-684-5113 + Carte d'acces au 319 Franquet
Mécanicien d'immeuble 418-956-1490 pour travaux spéciaux seulement",,Building,POP,Alexandre Lamarre,9532
QUBCPQ,QUBCPQBI,POP 150 René-Lévesque sous-sol,"150 boulevard Rene-Levesque Est, Quebec, QC G1R 2V6, Canada",418-780-1101,,46.806087,-71.223614,"Accès de jour libre.  Propriété de Groupe Mach 418-266-6079.
Accès de nuit: carte de d'accès disponible dans une boite à carte à l'arrière du bâtiment. La boite est situé à l'intérieur de l'enceinte des persiennes de la génératrice. L'accès à l'enceinte par une porte dérobée à gauche barré avec un cadenas Abloy.","https://drive.google.com/drive/folders/1Pr_kv5_BEiqyvag_Mymxy0wcM3d7HZxO?usp=sharing
",Building,CO,Alexandre Lamarre,9532
QUBCPQ,QUBCPQBJ,POP 5400 des Galeries,"5400 boulevard des Galeries, Quebec, QC G2K 2A2, Canada",418-780-3212,,46.832459,-71.295495,"Boite à clé installée près de la prise de génératice (dans la descente pour l’accès au stationement souterrain). Pour l’accès au Site, la clé ouvre la porte principale, ensuite prendre les marches pour descendre au stationement, la porte du site va être sur la gauche en diagonale avec la porte de sortie extérieur  du souterrain.
Contact en cas d’urgences Germain Talbot 418-808-1706",,Building,POP,Alexandre Lamarre,9532
QUBCPQ,QUBCPQDZ,Accès Immo 524 Bourdages,"524 rue Bourdages, Quebec, QC G1M 1A1, Canada",,,46.818322,-71.241419,"Jour                      Équipe Wan-Lan 418-266-4646 poste 4899 
en cas de problème d'accès SEULEMENT
En temps normal, se présenter à la porte principale pour se faire prêter une carte d’accès. 
                                Nuit                     Entrée extérieure souterraine, il y a un gardien 24h.
                                                                Local des cabinet:        S-45
                                                                Numéro du cabinet:         MB01 et MC01
",,Building,POP,Alexandre Lamarre,9532
QUBCPQ,QUBCPQEV,POP 750 Charest,"730 boulevard Charest Est, Quebec, QC G1K 9K4, Canada",418-780-1109,,46.815056,-71.220535,"Clé SS requise

Carte d'accès requise en tout temps pour entrer dans le building.  Carte disponible au 319 Franquet dans la boite à carte du lab.",,Building,POP,Alexandre Lamarre,9532
QUBCPQ,QUBCPQHK,POP 330 St-Vallier,"330 rue Saint-Vallier Est, Quebec, QC G1K 9C5, Canada",418-780-8400,,46.811989,-71.223463,"local étage SS1
En sortant de l'ascensseur tourner a gauche et suivre le coulloir jusqu'au fond.

https://drive.google.com/file/d/13ye_iy5_BnMk_9A_2dzGruZ8kNNr8zUn/view?usp=sharing

Clé ABLOY QCA4 requise<br><br>Gardien : 418-575-9477 + Carte accès de nuit au 319 franquet SFOYPQER salle lab dans l'entrepôt",,Building,POP,Alexandre Lamarre,9532
QUBCPQ,QUBCPQTS,POP 2600 Laurier,"2600 boulevard Laurier, Quebec, QC G1V 4W1, Canada",,,46.771258,-71.280936,"Place de la Cite - Gardien : 418-657-7015

La prise de la génératrice est accessible via la rue Bernardin-Morin, dans le débarcadère situé entre la porte 2 & 3 de Place de la Cité. Sur le mur à droite de l'entré du parking souterrain.",418-780-8010  418-780-8011,Building,POP,Alexandre Lamarre,9532
QUBCPQ,QUBCPQXG,POP 300 St-Paul,"300 rue Saint-Paul, Quebec, QC G1K 7R1, Canada",418-780-1162,,46.817712,-71.212046,,,Building,POP,Alexandre Lamarre,9532
QUBCPQ,QUBCPQYA,Site client St-Jean-Baptiste,"1400 Avenue St Jean Baptiste, Ville de Québec, QC G2E 5B7, Canada",,,46.80262,-71.328213,"QUBCPQYA 1400 St-Jean-Baptiste 
prendre RDV par telephone pour accès contacter 
PURE INDUSTRIAL au 1-888-208-7028.
il n'ont pas de boite a courriel
( Batisse n'est plus COMINAR depuis 2022 )","PORTE ARRIERE, AU MILLIEU DE LA BATISSE QUI DONNE DANS LA SALLE DE PAUSE DES TECH DES IMMEUBLES... ENTRE LE ZIP ET LES DOCK DE VAN....LE CABINET EST AU FOND, BESOIN DE LA CLÉ DE CABINET ADTRAN POUR OUVRIR",Building,Customer premise,Alexandre Lamarre,9532
QUBCPQ,QUBFPQJH,Vantage DC,"2675, Parc Technologique, Québec",,,46.79630205,-71.30613223,"Signaler notre visite 24heures à l'avance:
service@vantage-dc.com

Spécifier le nom et # de tel du tech:
la date et la plage horaire de l'arrivée (ex: entre 8h et 10h)",,Building,Customer premise,Alexandre Lamarre,9532
RBVLPQ,RBVLPQCS,POP Roberval,"789 Boulevard Marcotte, Roberval, QC G8H 2A2, Canada",,,48.5159,-72.22498,"Arrière du dentiste;
Prise génératrice à côté de la porte 
600v.  Appleton ADR6034RS",,Building,POP,Alexandre Lamarre,9532
SFCNPQ,SFCNPQDE,POP St-Félicien,"1322 Boul Sacré Cœur, Saint-Félicien, QC G8K 2R2, Canada",,,48.6571111,-72.4494444,"Porte arrière, boite à clé à doite de la porte;
Prise gen sur le coté stationnement; 
600v. Appleton ADR6034RS",,Building,POP,Alexandre Lamarre,9532
QUBCPQ,SFOYPQAN,POP Iberville,"2954 boulevard Laurier, Québec, QC G1V, Canada",418-780-3309,,46.766489,-71.292922,"situé entre Iberville IV et Iberville III
Ne pas rentrer dans aucune bâtisse
le site est dans le sous terrain entre Iberville 3 et Iberville 4
a partir du Boulevard Laurier, direction Ouest pour aller vers les ponts, même chemin que pour aller au McDO rentrer sur le site ou la barrière, continuer tout droit après le Subway dans Iberville IV, tourner a gauche dans le sous terrain ensuite et au fond, tout droit il y a une porte Telus",INFO : POP situé dans un local dans le stationnement sous terrain,Building,POP,Alexandre Lamarre,9532
QUBCPQ,SFOYPQER,Entrepôt-OSL Québec,"319 Rue Franquet, Québec, QC, G1P 4R4",,,46.794577,-71.309469,"Carte d'accès dans la boite à carte à gauche de la porte principale. QCA4 requise pour ouvrir la boite.

Plans et photos disponible ici: https://drive.google.com/drive/folders/1cbo1R0v1GFGAx6DBe-mfIJdmITk7SdAr?usp=sharing",,Building,Compound,Alexandre Lamarre,9532
